Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                             1665377             R_SetupShader_Generic_NoTexture <cycle 1> [395]
                             2786406             R_SetupShader_Generic <cycle 1> [285]
                             4362176             R_SetupShader_DepthOrShadow <cycle 1> [1133]
                             35884708             R_SetupShader_Surface <cycle 1> [15]
[159]    0.1    0.62    0.00 44882720         R_SetupShader_SetPermutationGLSL <cycle 1> [159]
                             44882839             R_GLSL_FindPermutation <cycle 1> [95]
                                  63             Con_DPrintf <cycle 1> [799]
                                  63             R_GLSL_CompilePermutation <cycle 1> [445]
-----------------------------------------------
                             4170377             R_DrawModelSurfaces <cycle 1> [30]
                             10568466             R_Mod_DrawShadowMap <cycle 1> [44]
[160]    0.1    0.15    0.46 14738843         R_Mesh_PrepareVertices_Vertex3f <cycle 1> [160]
                0.28    0.00 14738808/57107925     R_Mesh_VertexPointer [124]
                0.18    0.00 14738889/57108556     R_Mesh_ColorPointer [149]
                             1231008             R_BufferData_Store <cycle 1> [93]
-----------------------------------------------
                              444086             VM_CL_R_PolygonEnd <cycle 1> [140]
                             5605950             DrawQ_Pic <cycle 1> [314]
                             9762848             DrawQ_SuperPic <cycle 1> [257]
                             82293161             DrawQ_String_Scale <cycle 1> [45]
[161]    0.1    0.61    0.00 98106045         Mod_Mesh_AddSurface <cycle 1> [161]
                                  30             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                0.15    0.45 29244535/29244535     CLVM_ExecuteProgram <cycle 1> [7]
[162]    0.1    0.15    0.45 29244535         VM_vectoangles [162]
                0.45    0.00 29244539/34361979     AnglesFromVectors [174]
-----------------------------------------------
                0.00    0.00       1/443097662     VM_uri_get <cycle 1> [1125]
                0.00    0.00       5/443097662     VM_soundlength <cycle 1> [1121]
                0.00    0.00      10/443097662     VM_CL_registercmd <cycle 1> [1116]
                0.00    0.00      14/443097662     VM_search_begin <cycle 1> [1059]
                0.00    0.00      16/443097662     VM_M_getserverlistindexforkey [1098]
                0.00    0.00      51/443097662     VM_findkeysforcommand <cycle 1> [705]
                0.00    0.00      64/443097662     VM_M_setserverlistmaskstring <cycle 1> [1090]
                0.00    0.00     100/443097662     PRVM_ED_Write [1050]
                0.00    0.00     100/443097662     PRVM_GlobalString [703]
                0.00    0.00     137/443097662     VM_digest_hex <cycle 1> [583]
                0.00    0.00     144/443097662     VM_tokenize <cycle 1> [1076]
                0.00    0.00     165/443097662     VM_CL_getplayerkey <cycle 1> [1043]
                0.00    0.00     192/443097662     VM_registercvar <cycle 1> [350]
                0.00    0.00     200/443097662     PRVM_PrintStatement <cycle 1> [702]
                0.00    0.00     200/443097662     PRVM_StackTrace <cycle 1> [1064]
                0.00    0.00     533/443097662     VM_bufstr_add <cycle 1> [1026]
                0.00    0.00     573/443097662     VM_cvar_set <cycle 1> [961]
                0.00    0.00     688/443097662     VM_M_crypto_getidfp <cycle 1> [1036]
                0.00    0.00     786/443097662     VM_netaddress_resolve <cycle 1> [1018]
                0.00    0.00    1438/443097662     VM_strncasecmp [521]
                0.00    0.00    2170/443097662     VM_infoadd <cycle 1> [1029]
                0.00    0.00    3520/443097662     VM_tokenize_console <cycle 1> [1019]
                0.00    0.00    3737/443097662     VM_precache_sound <cycle 1> [1016]
                0.00    0.00    5887/443097662     VM_CL_setattachment <cycle 1> [928]
                0.00    0.00    9459/443097662     VM_CL_precache_model <cycle 1> [699]
                0.00    0.00   14030/443097662     VM_strtoupper <cycle 1> [382]
                0.00    0.00   31956/443097662     VM_CL_sound <cycle 1> [370]
                0.00    0.00   33971/443097662     VM_findchain [965]
                0.00    0.00  113060/443097662     VM_M_crypto_getencryptlevel <cycle 1> [873]
                0.00    0.00  146367/443097662     VM_CL_frameforname [876]
                0.00    0.00  184080/443097662     VM_checkextension [415]
                0.00    0.00  256194/443097662     VM_strncmp [906]
                0.00    0.00  260879/443097662     VM_strreplace <cycle 1> [905]
                0.00    0.00  261131/443097662     PRVM_Prog_Load <cycle 1> [256]
                0.00    0.00  313357/443097662     VM_find [898]
                0.00    0.00  349721/443097662     VM_tokenizebyseparator <cycle 1> [286]
                0.00    0.00  379504/443097662     VM_fopen <cycle 1> [399]
                0.00    0.00  428008/443097662     VM_strtolower <cycle 1> [323]
                0.00    0.00  444085/443097662     VM_CL_R_PolygonBegin <cycle 1> [584]
                0.00    0.00  467609/443097662     VM_strlen [441]
                0.00    0.00  519698/443097662     VM_bufstr_set <cycle 1> [849]
                0.00    0.00  530705/443097662     VM_strdecolorize <cycle 1> [515]
                0.00    0.00  560464/443097662     VM_CL_setmodel <cycle 1> [215]
                0.00    0.00  797788/443097662     VM_infoget <cycle 1> [412]
                0.00    0.00 1410690/443097662     VM_CL_gettagindex [366]
                0.00    0.00 1479462/443097662     VM_strstrofs [312]
                0.00    0.00 1886967/443097662     VM_CL_particleeffectnum [222]
                0.00    0.00 2598620/443097662     VM_drawcolorcodedstring <cycle 1> [269]
                0.00    0.00 2789231/443097662     VM_precache_pic <cycle 1> [502]
                0.00    0.00 2793910/443097662     VM_sprintf <cycle 1> [202]
                0.00    0.00 3655861/443097662     VM_substring <cycle 1> [240]
                0.01    0.00 3739129/443097662     VM_getimagesize <cycle 1> [368]
                0.01    0.00 4268476/443097662     VM_drawpic <cycle 1> [329]
                0.01    0.00 7439709/443097662     VM_drawstring <cycle 1> [278]
                0.01    0.00 9063365/443097662     MVM_ExecuteProgram <cycle 1> [49]
                0.01    0.00 9758994/443097662     VM_drawsubpic <cycle 1> [287]
                0.02    0.00 12667968/443097662     VM_stringwidth <cycle 1> [242]
                0.05    0.00 39369660/443097662     VM_str2chr [107]
                0.20    0.00 147799996/443097662     VM_Warning <cycle 1> [121]
                0.25    0.00 186252827/443097662     CLVM_ExecuteProgram <cycle 1> [7]
[163]    0.1    0.60    0.00 443097662         PRVM_GetString [163]
-----------------------------------------------
                              828859             CLVM_ExecuteProgram <cycle 1> [7]
                             1658358             MVM_ExecuteProgram <cycle 1> [49]
[164]    0.1    0.11    0.48 2487217         VM_cvar <cycle 1> [164]
                0.11    0.14 2487213/17875562     Cvar_FindVar [92]
                0.00    0.23 2295320/2295320     Cvar_VariableValue [238]
                             2487234             VM_Warning <cycle 1> [121]
-----------------------------------------------
                0.00    0.00     351/59163902     R_tcMod_ApplyToMatrix [316]
                0.59    0.00 59163551/59163902     RSurf_PrepareVerticesForBatch [18]
[165]    0.1    0.59    0.00 59163902         R_EvaluateQ3WaveFunc [165]
-----------------------------------------------
                0.58    0.00 15335971/15335971     Mod_CollisionBIH_TraceBox [41]
[166]    0.1    0.58    0.00 15335971         Collision_BrushForBox [166]
-----------------------------------------------
                0.00    0.00    3029/62899172     MVM_ExecuteProgram <cycle 1> [49]
                0.56    0.00 62896143/62899172     CLVM_ExecuteProgram <cycle 1> [7]
[167]    0.1    0.57    0.00 62899172         VM_ftoe [167]
-----------------------------------------------
                              424313             R_Shadow_DrawWorldLight <cycle 1> [504]
                              874882             R_Shadow_DrawEntityLight <cycle 1> [335]
[168]    0.1    0.56    0.00 1299195         R_Mod_DrawLight <cycle 1> [168]
                0.00    0.00 1299194/6740555     R_FrameData_SetMark [764]
                0.00    0.00  346232/183955605     Matrix4x4_Transform [141]
                0.00    0.00 1299193/6740575     R_FrameData_ReturnToMark [1132]
                             3993363             R_GetCurrentTexture <cycle 1> [28]
                             3554111             R_Shadow_RenderLighting <cycle 1> [214]
                              346231             R_MeshQueue_AddTransparent <cycle 1> [108]
-----------------------------------------------
                0.01    0.01  184050/6122089     R_RenderView <cycle 1> [76]
                0.01    0.01  191778/6122089     R_Shadow_ClearShadowMapTexture <cycle 1> [345]
                0.01    0.01  192611/6122089     CL_UpdateScreen <cycle 1> [184]
                0.02    0.03  540997/6122089     R_SetupView [213]
                0.02    0.03  560713/6122089     R_ResetViewRendering2D_Common [231]
                0.05    0.10 1664691/6122089     R_Shadow_RenderMode_Reset <cycle 1> [178]
                0.08    0.17 2787249/6122089     R_Shadow_RenderMode_ShadowMap [138]
[169]    0.1    0.18    0.38 6122089         R_SetViewport [169]
                0.10    0.25 6122091/27630658     R_EntityMatrix [101]
                0.02    0.00 6122094/6122094     GL_SetMirrorState [662]
-----------------------------------------------
                0.55    0.00 22520602/22520602     Mod_CollisionBIH_TraceLineShared [10]
[170]    0.1    0.55    0.00 22520602         Collision_TraceLineTriangleFloat [170]
-----------------------------------------------
                0.55    0.00    4923/4923        R_UploadFullTexture <cycle 1> [153]
[171]    0.1    0.55    0.00    4923         Image_MipReduce32 [171]
-----------------------------------------------
                0.55    0.00 1689612/1689612     CLVM_ExecuteProgram <cycle 1> [7]
[172]    0.1    0.55    0.00 1689612         VM_CL_getinputstate [172]
-----------------------------------------------
                0.00    0.00    7724/12752068     CL_VM_TransformView <cycle 1> [688]
                0.00    0.00    7724/12752068     R_Water_ProcessPlanes <cycle 1> [440]
                0.01    0.00  184048/12752068     R_RenderView <cycle 1> [76]
                0.01    0.00  184053/12752068     R_RenderView_UpdateViewVectors [823]
                0.02    0.00  541005/12752068     R_Viewport_InitPerspectiveInfinite [270]
                0.05    0.00 1129145/12752068     R_Viewport_InitOrtho [322]
                0.12    0.00 2787229/12752068     R_Viewport_InitRectSideView [190]
                0.34    0.00 7911140/12752068     VM_CL_project [180]
[173]    0.1    0.55    0.00 12752068         Matrix4x4_Invert_Full [173]
-----------------------------------------------
                0.00    0.00    7724/34361979     CL_VM_TransformView <cycle 1> [688]
                0.00    0.00  265434/34361979     CL_UpdateNetworkEntity [209]
                0.01    0.00  415191/34361979     R_DecalSystem_SplatEntity <cycle 1> [94]
                0.07    0.00 4429091/34361979     CL_NewParticlesFromEffectinfo <cycle 1> [32]
                0.45    0.00 29244539/34361979     VM_vectoangles [162]
[174]    0.1    0.53    0.00 34361979         AnglesFromVectors [174]
-----------------------------------------------
                              873426             VM_CL_R_PolygonEnd <cycle 1> [140]
                             11212063             DrawQ_Pic <cycle 1> [314]
                             19525803             DrawQ_SuperPic <cycle 1> [257]
                             164586220             DrawQ_String_Scale <cycle 1> [45]
[175]    0.1    0.53    0.00 196197512         Mod_Mesh_AddTriangle <cycle 1> [175]
                                  66             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                0.00    0.00      22/4088181     R_Mesh_CreateFramebufferObject [704]
                0.02    0.00  191773/4088181     R_Shadow_ClearShadowMapTexture <cycle 1> [345]
                0.02    0.00  192610/4088181     R_Mesh_Start [510]
                0.02    0.00  192611/4088181     CL_UpdateScreen <cycle 1> [184]
                0.02    0.00  192616/4088181     R_Mesh_Finish [569]
                0.07    0.00  541001/4088181     R_SetupView [213]
                0.07    0.00  552141/4088181     R_RenderView <cycle 1> [76]
                0.07    0.00  560714/4088181     R_ResetViewRendering2D_Common [231]
                0.21    0.00 1664693/4088181     R_Shadow_RenderMode_Reset <cycle 1> [178]
[176]    0.1    0.52    0.00 4088181         R_Mesh_SetRenderTargets [176]
                0.00    0.00   48388/105853490     R_Mesh_TexBind [53]
-----------------------------------------------
                                   1             R_Shadow_MakeTextures_MakeCorona <cycle 1> [1504]
                                  11             Mod_Sprite_SharedSetup <cycle 1> [1045]
                                  18             R_LoadSkyBox <cycle 1> [361]
                                  78             Draw_NewPic <cycle 1> [923]
[177]    0.1    0.52    0.00     108         R_SkinFrame_LoadInternalBGRA <cycle 1> [177]
                                 108             R_SkinFrame_Find <cycle 1> [922]
                                 107             R_LoadTexture2D <cycle 1> [800]
-----------------------------------------------
                              191776             R_Shadow_ClearShadowMapTexture <cycle 1> [345]
                              191776             R_Shadow_DrawShadowMaps <cycle 1> [73]
                              191776             R_Shadow_DrawLights <cycle 1> [383]
                              301104             R_Shadow_RenderMode_End <cycle 1> [681]
                              788260             R_Shadow_RenderMode_Lighting <cycle 1> [342]
[178]    0.1    0.04    0.46 1664692         R_Shadow_RenderMode_Reset <cycle 1> [178]
                0.21    0.00 1664693/4088181     R_Mesh_SetRenderTargets [176]
                0.05    0.10 1664691/6122089     R_SetViewport [169]
                0.02    0.00 1664697/2912057     GL_DepthFunc [547]
                0.01    0.00 1664686/48710587     GL_BlendFunc [194]
                0.01    0.00 1664691/4256494     R_Mesh_ResetTextureState [509]
                0.01    0.00 1664692/58437554     GL_CullFace [191]
                0.01    0.00 1664701/7357908     GL_Scissor [425]
                0.01    0.00 1664694/7886126     GL_Color [422]
                0.01    0.00 1664692/6353096     GL_ColorMask [544]
                0.01    0.00 1664690/45391925     GL_DepthRange [272]
                0.00    0.00 1664703/39221045     GL_DepthMask [346]
                0.00    0.00 1664685/45583770     GL_PolygonOffset [356]
                0.00    0.00 1664692/45959681     GL_DepthTest [446]
                             1664688             R_SetupShader_Generic_NoTexture <cycle 1> [395]
-----------------------------------------------
                0.15    0.35 3540276/3540276     CLVM_ExecuteProgram <cycle 1> [7]
[179]    0.1    0.15    0.35 3540276         VM_CL_findradius [179]
                0.35    0.00 3540316/21170845     World_EntitiesInBox [87]
-----------------------------------------------
                0.12    0.38 7911126/7911126     CLVM_ExecuteProgram <cycle 1> [7]
[180]    0.1    0.12    0.38 7911126         VM_CL_project [180]
                0.34    0.00 7911140/12752068     Matrix4x4_Invert_Full [173]
                0.03    0.00 7911127/183955605     Matrix4x4_Transform [141]
-----------------------------------------------
                                   1             CL_VM_Parse_CenterPrint <cycle 1> [1468]
                                   5             VM_getkeybind <cycle 1> [1420]
                                   5             PRVM_GameCommand_Menu_f <cycle 1> [1412]
                                  31             VM_CL_ReadPicture <cycle 1> [1068]
                                  51             VM_findkeysforcommand <cycle 1> [705]
                                  60             VM_keynumtostring <cycle 1> [1104]
                                  81             VM_cvar_defstring <cycle 1> [1008]
                                  94             CL_VM_Parse_StuffCmd <cycle 1> [1329]
                                 105             CLVM_begin_increase_edicts <cycle 1> [1313]
                                 136             VM_digest_hex <cycle 1> [583]
                                 160             VM_CL_getplayerkey <cycle 1> [1043]
                                 341             VM_cvar_description <cycle 1> [981]
                                 376             PRVM_GameCommand_Client_f <cycle 1> [804]
                                 674             VM_M_crypto_getidfp <cycle 1> [1036]
                                 786             VM_netaddress_resolve <cycle 1> [1018]
                                1085             VM_infoadd <cycle 1> [1029]
                                1085             VM_uri_escape <cycle 1> [654]
                                1692             VM_tokenize <cycle 1> [1076]
                                2024             VM_search_getfilename <cycle 1> [1265]
                                6944             VM_CL_ReadString <cycle 1> [1244]
                                7368             VM_tokenize_console <cycle 1> [1019]
                               14030             VM_strtoupper <cycle 1> [382]
                               29498             VM_fgets <cycle 1> [501]
                               86958             VM_strreplace <cycle 1> [905]
                              113058             VM_M_crypto_getencryptlevel <cycle 1> [873]
                              398882             VM_infoget <cycle 1> [412]
                              398884             VM_uri_unescape <cycle 1> [780]
                              428013             VM_strtolower <cycle 1> [323]
                              451261             VM_cvar_string <cycle 1> [301]
                              459039             VM_M_getserverliststring <cycle 1> [550]
                              530701             VM_strdecolorize <cycle 1> [515]
                              606361             VM_CL_gettaginfo <cycle 1> [226]
                             1184305             VM_tokenizebyseparator <cycle 1> [286]
                             1953220             VM_sprintf <cycle 1> [202]
                             3119621             VM_SetTraceGlobals <cycle 1> [352]
                             3655887             VM_substring <cycle 1> [240]
                             6757563             VM_ftos <cycle 1> [284]
                             36592388             VM_strcat <cycle 1> [357]
                             36867901             VM_chr2str <cycle 1> [251]
                             63321199             VM_bufstr_get <cycle 1> [126]
                0.00    0.00       1/15939079     uri_to_string_callback [944]
[181]    0.1    0.49    0.00 156991874         PRVM_SetTempString <cycle 1> [181]
                0.00    0.00      33/1291400     _Mem_Free [414]
                             156992152             PRVM_SetEngineString <cycle 1> [97]
                                  39             Con_DPrintf <cycle 1> [799]
                                  39             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                                   5             Mod_IDP0_Load <cycle 1> [915]
                                   9             Mod_ZYMOTICMODEL_Load <cycle 1> [668]
                                  78             Mod_INTERQUAKEMODEL_Load <cycle 1> [235]
                                  98             Mod_DARKPLACESMODEL_Load <cycle 1> [248]
                                 186             Mod_IDP3_Load <cycle 1> [498]
[182]    0.1    0.47    0.01     376         Mod_Alias_CalculateBoundingBox <cycle 1> [182]
                0.01    0.00    3899/51520       Mod_MD3_AnimateVertices [277]
                0.00    0.00     376/1291400     _Mem_Free [414]
                0.00    0.00       5/10          Mod_MDL_AnimateVertices [1373]
                               46921             Mod_Skeletal_AnimateVertices <cycle 1> [427]
                                 376             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                0.00    0.00   19642/5024218     CL_SelectTraceLine [144]
                0.00    0.01  147746/5024218     Collision_ClipToGenericEntity [298]
                0.08    0.37 4856830/5024218     Collision_ClipLineToGenericEntity <cycle 1> [70]
[183]    0.1    0.08    0.39 5024218         Collision_ClipTrace_Box [183]
                0.39    0.00 5024229/88624154     Collision_TraceLineBrushFloat [42]
-----------------------------------------------
                                   5             SCR_PopLoadingScreen <cycle 1> [899]
                                   8             SCR_BeginLoadingPlaque <cycle 1> [1381]
                                9489             SCR_PushLoadingScreen <cycle 1> [1231]
                4.77    3.33  198822/15939079     CL_Frame [5]
[184]    0.1    0.20    0.27  208324         CL_UpdateScreen <cycle 1> [184]
                0.02    0.10  192610/192611      VID_Finish [294]
                0.04    0.00  192602/192602      Con_CheckResize [491]
                0.03    0.00  208327/208327      Sbar_ShowFPS_Update [552]
                0.02    0.00  192611/4088181     R_Mesh_SetRenderTargets [176]
                0.01    0.01  192611/6122089     R_SetViewport [169]
                0.01    0.01  192605/1129137     R_Viewport_InitOrtho [322]
                0.01    0.00  192604/560700      R_Stereo_Active [641]
                0.01    0.00  433060/8539268     Sys_DirtyTime [291]
                0.00    0.00  192608/1805612     GL_ScissorTest [814]
                0.00    0.00  192608/6353096     GL_ColorMask [544]
                0.00    0.00  192608/55909972     Matrix4x4_OriginFromMatrix [243]
                0.00    0.00  192607/39221045     GL_DepthMask [346]
                0.00    0.00  192612/192612      R_HDR_UpdateIrisAdaptation [1175]
                0.00    0.00  192606/384382      R_ClearScreen [1161]
                              192612             R_FrameData_NewFrame <cycle 1> [553]
                              192608             R_BufferData_NewFrame <cycle 1> [336]
                              192607             SCR_DrawScreen <cycle 1> [146]
                                   1             Cvar_SetValueQuick <cycle 1> [1077]
-----------------------------------------------
                0.00    0.46       1/1           Host_Main [4]
[185]    0.1    0.00    0.46       1         Host_Init [185]
                0.00    0.22       1/1           CL_Init [241]
                0.00    0.06       1/1           Cmd_SaveInitState [401]
                0.00    0.04       1/1           S_Startup [456]
                0.03    0.00       1/1           COM_Init_Commands [568]
                0.00    0.02       1/1           Mod_Init [577]
                0.02    0.00       1/1           Curl_Init_Commands [581]
                0.02    0.00       1/1           Crypto_Init_Commands [586]
                0.00    0.01       1/1           FS_Init [682]
                0.00    0.01       1/1           PRVM_Init [684]
                0.00    0.01       1/1           SV_Init [818]
                0.00    0.01       1/1           MR_Init [833]
                0.00    0.00       1/1           NetConn_Init [854]
                0.00    0.00       1/1           Con_Init [860]
                0.00    0.00       1/1           Cmd_Init [871]
                0.00    0.00      14/15939079     Cvar_RegisterVariable <cycle 1> [934]
                0.00    0.00       1/1           Memory_Init_Commands [902]
                0.00    0.00       1/1           Sys_Init_Commands [911]
                0.00    0.00       2/7172        Cbuf_Execute [135]
                0.00    0.00       5/15939079     Cmd_AddCommand <cycle 1> [984]
                0.00    0.00       1/1           Crypto_Init [937]
                0.00    0.00       1/1           TaskQueue_Init [939]
                0.00    0.00       1/1           Memory_Init [947]
                0.00    0.00       1/1           Host_AddConfigText [968]
                0.00    0.00       1/15939079     Con_Printf <cycle 1> [1258]
                0.00    0.00       1/1           u8_Init [978]
                0.00    0.00       1/1           Sys_InitProcessNice [975]
                0.00    0.00       1/1           Curl_Init [971]
                0.00    0.00       1/1           World_Init [976]
                0.00    0.00       1/15939079     CL_StartVideo <cycle 1> [1344]
                0.00    0.00       1/15939079     SCR_BeginLoadingPlaque <cycle 1> [1381]
                0.00    0.00       1/15939079     Con_DPrint <cycle 1> [1339]
                0.00    0.00       1/15939079     Cbuf_AddText <cycle 1> [994]
                0.00    0.00       1/1           Log_Start [1100]
                0.00    0.00       1/11542152     dpsnprintf [403]
                0.00    0.00      12/408         Sys_CheckParm [1299]
                0.00    0.00       1/1           Sys_SDL_Init [1510]
                0.00    0.00       1/1           Mathlib_Init [1493]
                0.00    0.00       1/23          Cvar_RegisterCallback [1355]
                0.00    0.00       1/1           Thread_Init [1514]
                0.00    0.00       1/1           SV_StartThread [1506]
-----------------------------------------------
                                1394             SCR_DrawLoadingScreen <cycle 1> [986]
                              504855             R_DrawModelDecals_Entity <cycle 1> [27]
                             1561807             R_DrawParticle_TransparentCallback <cycle 1> [34]
                             4233174             R_RenderView <cycle 1> [76]
[186]    0.1    0.20    0.25 6301230         R_Mesh_PrepareVertices_Generic_Arrays <cycle 1> [186]
                0.12    0.00 6301076/57107925     R_Mesh_VertexPointer [124]
                0.08    0.00 6301233/57108556     R_Mesh_ColorPointer [149]
                0.05    0.00 6301245/294299463     R_Mesh_TexCoordPointer [72]
                             14668851             R_BufferData_Store <cycle 1> [93]
-----------------------------------------------
                0.06    0.39 1518334/1518334     Mod_CollisionBIH_TraceBrush [43]
[187]    0.1    0.06    0.39 1518334         Collision_TraceBrushTriangleFloat [187]
                0.31    0.00 1518360/10531342     Collision_TraceBrushBrushFloat [85]
                0.08    0.00 1518352/1518352     Collision_CalcPlanesForTriangleBrushFloat [358]
-----------------------------------------------
                0.44    0.00 7354972/7354972     Mod_CollisionBIH_TracePoint [23]
[188]    0.1    0.44    0.00 7354972         Collision_TracePointBrushFloat [188]
-----------------------------------------------
                                                 <spontaneous>
[189]    0.1    0.43    0.00                 R_Q1BSP_GetLightInfo_comparefunc [189]
-----------------------------------------------
                0.19    0.23 2787233/2787233     R_Shadow_RenderMode_ShadowMap [138]
[190]    0.1    0.19    0.23 2787233         R_Viewport_InitRectSideView [190]
                0.12    0.00 2787229/12752068     Matrix4x4_Invert_Full [173]
                0.06    0.00 2787242/152391993     Matrix4x4_Concat [63]
                0.05    0.00 5574483/7244634     Matrix4x4_FromArrayFloatGL [374]
-----------------------------------------------
                0.00    0.00  184052/58437554     R_RenderView <cycle 1> [76]
                0.00    0.00  191773/58437554     R_Shadow_ClearShadowMapTexture <cycle 1> [345]
                0.00    0.00  199499/58437554     R_ResetViewRendering3D [279]
                0.00    0.00  504854/58437554     R_DrawModelDecals_Entity <cycle 1> [27]
                0.00    0.00  560710/58437554     R_ResetViewRendering2D_Common [231]
                0.01    0.00 1561831/58437554     R_DrawParticle_TransparentCallback <cycle 1> [34]
                0.01    0.00 1664692/58437554     R_Shadow_RenderMode_Reset <cycle 1> [178]
                0.02    0.00 2787237/58437554     R_Shadow_RenderMode_ShadowMap [138]
                0.08    0.00 10568447/58437554     R_Mod_DrawShadowMap <cycle 1> [44]
                0.29    0.00 40214459/58437554     RSurf_SetupDepthAndCulling [143]
[191]    0.1    0.42    0.00 58437554         GL_CullFace [191]
-----------------------------------------------
                0.00    0.00    7724/1072016     R_Water_ProcessPlanes <cycle 1> [440]
                0.02    0.04  166888/1072016     R_DrawModelSurfaces <cycle 1> [30]
                0.12    0.23  897404/1072016     R_Shadow_ScissorForBBox [195]
[192]    0.1    0.14    0.28 1072016         R_ScissorForBBox [192]
                0.14    0.14 7229625/7229625     R_Viewport_TransformToScreen [221]
-----------------------------------------------
                0.02    0.00   46370/914313      VM_CL_checkpvs [507]
                0.17    0.00  384367/914313      Mod_BSP_FatPVS <cycle 1> [219]
                0.22    0.00  483576/914313      R_Mod_GetLightInfo <cycle 1> [200]
[193]    0.1    0.41    0.00  914313         Mod_BSP_GetPVS [193]
-----------------------------------------------
                0.00    0.00    1394/48710587     SCR_DrawLoadingScreen <cycle 1> [986]
                0.00    0.00  191773/48710587     R_Mod_DrawDepth <cycle 1> [836]
                0.00    0.00  199496/48710587     R_ResetViewRendering3D [279]
                0.00    0.00  504857/48710587     R_DrawModelDecals_Entity <cycle 1> [27]
                0.00    0.00  560709/48710587     R_ResetViewRendering2D_Common [231]
                0.01    0.00  684663/48710587     R_Shadow_RenderMode_Begin [506]
                0.01    0.00  788253/48710587     R_Shadow_RenderMode_Lighting <cycle 1> [342]
                0.01    0.00 1664686/48710587     R_Shadow_RenderMode_Reset <cycle 1> [178]
                0.03    0.00 3444801/48710587     R_DrawParticle_TransparentCallback <cycle 1> [34]
                0.04    0.00 4785211/48710587     R_RenderView <cycle 1> [76]
                0.30    0.00 35884744/48710587     R_SetupShader_Surface <cycle 1> [15]
[194]    0.1    0.41    0.00 48710587         GL_BlendFunc [194]
-----------------------------------------------
                0.02    0.18  447320/897399      R_Shadow_DrawShadowMaps <cycle 1> [73]
                0.03    0.18  450079/897399      R_Shadow_DrawLight <cycle 1> [217]
[195]    0.1    0.05    0.35  897399         R_Shadow_ScissorForBBox [195]
                0.12    0.23  897404/1072016     R_ScissorForBBox [192]
-----------------------------------------------
                               31366             NetConn_ClientFrame <cycle 1> [227]
[196]    0.1    0.02    0.37   31366         CL_ParseServerMessage <cycle 1> [196]
                0.02    0.33   27805/27805       CL_NetworkTimeReceived [205]
                0.02    0.00   27807/27807       CL_ParseClientdata [592]
                0.00    0.00    3969/1912921     MSG_ReadLittleShort [774]
                0.00    0.00    1065/1065        S_StopSound [1126]
                0.00    0.00   31366/31366       EntityFrameQuake_ISeeDeadEntities [1212]
                0.00    0.00   31366/31366       CL_UpdateMoveVars [1211]
                0.00    0.00   29154/86270       MSG_ReadLittleLong [1194]
                0.00    0.00   27805/27805       MSG_ReadLittleFloat [1215]
                0.00    0.00    2658/42295       MSG_ReadVector [1204]
                0.00    0.00     443/443         V_ParseDamage [1298]
                0.00    0.00     339/247779      MSG_ReadAngle [1169]
                0.00    0.00     255/7231        MSG_ReadString_len [1243]
                0.00    0.00     207/6528        MSG_ReadString [1245]
                0.00    0.00       8/8           CL_VM_UpdateIntermissionState [1378]
                               91595             CL_VM_Parse_TempEntity <cycle 1> [792]
                               39188             CL_ParseStartSoundPacket <cycle 1> [694]
                               31366             CL_KeepaliveMessage <cycle 1> [582]
                               27801             EntityFrame5_CL_ReadFrame <cycle 1> [411]
                               27800             CSQC_ReadEntities <cycle 1> [575]
                                1329             CL_ParticleTrail <cycle 1> [1142]
                                 203             dp__strlcpy <cycle 1> [769]
                                 146             CL_ParseStaticSound <cycle 1> [1105]
                                 139             CSQC_AddPrintText <cycle 1> [1326]
                                 115             CL_VM_Parse_StuffCmd <cycle 1> [1329]
                                  20             CL_SignonReply <cycle 1> [957]
                                  11             Con_Print <cycle 1> [1260]
                                   5             CDAudio_Play <cycle 1> [1109]
                                   5             CL_ParseServerInfo <cycle 1> [700]
                                   4             SCR_CenterPrint <cycle 1> [1441]
                                   1             CL_VM_Parse_CenterPrint <cycle 1> [1468]
-----------------------------------------------
                                 185             Con_LineHeight <cycle 1> [558]
                               35783             Con_DrawConsole <cycle 1> [1033]
                             1540077             Con_DrawNotifyRect <cycle 1> [33]
[197]    0.1    0.38    0.00 1576045         COM_Wordwrap <cycle 1> [197]
                0.00    0.00  830852/830852      Con_CountLineFunc [1149]
                             13812716             Con_WordWidthFunc <cycle 1> [292]
                              866450             Con_DisplayLineFunc <cycle 1> [487]
-----------------------------------------------
                0.00    0.00   15185/38441403     Sys_SDL_HandleEvents [115]
                0.00    0.00  188958/38441403     Con_MaskPrint <cycle 1> [565]
                0.00    0.00  300810/38441403     COM_ToUpperString [851]
                0.01    0.02 3321141/38441403     COM_ToLowerString [324]
                0.09    0.25 34615309/38441403     VM_str2chr [107]
[198]    0.1    0.11    0.27 38441403         u8_getchar_utf8_enabled [198]
                0.27    0.00 38441372/334986560     u8_analyze [81]
-----------------------------------------------
                0.00    0.00      36/67719126     VM_buf_getsize [1074]
