Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[689]    0.0    0.01    0.00       1         gl_draw_shutdown [689]
                0.00    0.00       1/1           font_shutdown [878]
                0.00    0.00       1/502         R_FreeTexturePool [825]
-----------------------------------------------
                0.01    0.00       1/1           Render_Init [253]
[690]    0.0    0.01    0.00       1         gl_backend_init [690]
                0.00    0.00       8/15939079     Cvar_RegisterVariable <cycle 1> [934]
                0.00    0.00       1/15939079     Cmd_AddCommand <cycle 1> [984]
                0.00    0.00       1/14          R_RegisterModule [1362]
-----------------------------------------------
                                  77             FS_AddPack_Fullpath <cycle 1> [1330]
                0.00    0.00       1/15939079     FS_Init_SelfPack [938]
[691]    0.0    0.01    0.00      78         FS_LoadPackPK3FromFD <cycle 1> [691]
                0.00    0.00   90744/6763288     BuffLittleLong [634]
                0.00    0.00  140956/34658440     BuffLittleShort [762]
                0.00    0.00     155/1291400     _Mem_Free [414]
                0.00    0.00   97290/2779574     BuffBigLong [1138]
                               30171             COM_InsertFlags <cycle 1> [1106]
                                 309             _Mem_Alloc <cycle 1> [407]
                                  77             dp__strlcpy <cycle 1> [769]
                                  77             Con_DPrintf <cycle 1> [799]
-----------------------------------------------
                0.01    0.00       1/1           FS_Init [682]
[692]    0.0    0.01    0.00       1         COM_ChangeGameTypeForGameDirs [692]
                0.00    0.00       4/15939079     Con_Printf <cycle 1> [1258]
                0.00    0.00       1/1           FS_SetGameDirs [936]
                0.00    0.00       1/1           Host_UpdateVersion [1122]
                0.00    0.00       1/2           COM_SetGameType [1454]
-----------------------------------------------
                0.01    0.00       1/1           Render_Init [253]
[693]    0.0    0.01    0.00       1         R_Particles_Init [693]
                0.00    0.00       6/15939079     Cvar_RegisterVariable <cycle 1> [934]
                0.00    0.00       1/14          R_RegisterModule [1362]
-----------------------------------------------
                               39188             CL_ParseServerMessage <cycle 1> [196]
[694]    0.0    0.01    0.00   39188         CL_ParseStartSoundPacket <cycle 1> [694]
                0.00    0.00   42060/1912921     MSG_ReadLittleShort [774]
                0.00    0.00   39189/39189       CL_VM_Event_Sound [1207]
                0.00    0.00   39187/42295       MSG_ReadVector [1204]
                               39186             S_StartSound_StartPosition_Flags <cycle 1> [297]
                                   4             CL_ExpandEntities <cycle 1> [1051]
-----------------------------------------------
                0.01    0.00       1/1           Render_Init [253]
[695]    0.0    0.01    0.00       1         CL_MeshEntities_Init [695]
                0.00    0.00       2/15939079     Mod_Mesh_Create <cycle 1> [1361]
                0.00    0.00       2/20029946     CL_UpdateRenderEntity [116]
                0.00    0.00       2/48839555     Matrix4x4_CreateIdentity [229]
                0.00    0.00       1/14          R_RegisterModule [1362]
-----------------------------------------------
                               14132             R_RenderScene <cycle 1> [19]
[696]    0.0    0.01    0.00   14132         R_Model_Sprite_Draw <cycle 1> [696]
                0.00    0.00   14132/55909972     Matrix4x4_OriginFromMatrix [243]
                               14132             R_MeshQueue_AddTransparent <cycle 1> [108]
-----------------------------------------------
                                   1             R_Modules_Start <cycle 1> [1503]
[697]    0.0    0.01    0.00       1         gl_main_start <cycle 1> [697]
                0.00    0.00       1/6           R_BufferData_Reset [918]
                0.00    0.00       1/1291400     _Mem_Free [414]
                0.00    0.00       3/35          Mem_ExpandableArray_NewArray [1346]
                                   5             R_LoadTexture2D <cycle 1> [800]
                                   2             R_LoadTextureCubeMap <cycle 1> [1399]
                                   1             Collision_Cache_Reset <cycle 1> [1023]
                                   1             R_AllocTexturePool <cycle 1> [1353]
                                   1             Image_GenerateNoTexture <cycle 1> [1322]
                                   1             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                0.00    0.00       1/14          MP_Shutdown [413]
                0.00    0.00       6/14          PRVM_Prog_Init [573]
                0.00    0.01       7/14          CL_VM_ShutDown <cycle 1> [838]
[698]    0.0    0.00    0.01      14         PRVM_Prog_Reset [698]
                0.00    0.01       5/5           CLVM_reset_cmd [822]
                0.00    0.00       1/1           MVM_reset_cmd [862]
                0.00    0.00       6/529         _Mem_FreePool [857]
                0.00    0.00       1/1291400     _Mem_Free [414]
                0.00    0.00       6/6           PRVM_LeakTest [1397]
-----------------------------------------------
                                9458             CLVM_ExecuteProgram <cycle 1> [7]
[699]    0.0    0.01    0.00    9458         VM_CL_precache_model <cycle 1> [699]
                0.00    0.00    9459/443097662     PRVM_GetString [163]
                                1446             Mod_ForName <cycle 1> [1255]
-----------------------------------------------
                                   5             CL_ParseServerMessage <cycle 1> [196]
[700]    0.0    0.00    0.01       5         CL_ParseServerInfo <cycle 1> [700]
                0.01    0.00       5/5           NetConn_IsLocalGame [811]
                0.00    0.00       5/5           Mod_ClearUsed [1002]
                0.00    0.00       5/13          S_StopAllSounds [1128]
                0.00    0.00    6321/6528        MSG_ReadString [1245]
                0.00    0.00       5/5           CL_VideoStop [1406]
                0.00    0.00       5/86270       MSG_ReadLittleLong [1194]
                0.00    0.00       5/5           Protocol_EnumForNumber [1414]
                0.00    0.00       5/5           Protocol_NameForEnum [1415]
                0.00    0.00       5/1564        FS_StripExtension [1271]
                                6321             dp__strlcpy <cycle 1> [769]
                                4220             S_PrecacheSound <cycle 1> [1232]
                                2121             Mod_FindName <cycle 1> [826]
                                  20             Cvar_SetQuick <cycle 1> [1278]
                                  20             Mod_ForName <cycle 1> [1255]
                                  10             Con_Printf <cycle 1> [1258]
                                   5             Con_DPrint <cycle 1> [1339]
                                   5             Collision_Cache_Reset <cycle 1> [1023]
                                   5             Cvar_SetValueQuick <cycle 1> [1077]
                                   5             CL_ClearState <cycle 1> [522]
                                   5             _Mem_Alloc <cycle 1> [407]
                                   5             S_ClearUsed <cycle 1> [1418]
                                   5             SCR_BeginLoadingPlaque <cycle 1> [1381]
                                   5             FS_UnloadPacks_dlcache <cycle 1> [1006]
-----------------------------------------------
                                  15             MVM_ExecuteProgram <cycle 1> [49]
                                  49             CLVM_ExecuteProgram <cycle 1> [7]
[701]    0.0    0.01    0.00      64         VM_cvar_type <cycle 1> [701]
                0.00    0.00      64/17875562     Cvar_FindVar [92]
                                  64             VM_Warning <cycle 1> [121]
-----------------------------------------------
                                 200             PRVM_PrintState <cycle 1> [1352]
[702]    0.0    0.00    0.01     200         PRVM_PrintStatement <cycle 1> [702]
                0.01    0.00     450/450         PRVM_GlobalString [703]
                0.00    0.00     200/443097662     PRVM_GetString [163]
                                1075             Con_Printf <cycle 1> [1258]
                                 850             Con_Print <cycle 1> [1260]
-----------------------------------------------
                0.01    0.00     450/450         PRVM_PrintStatement <cycle 1> [702]
[703]    0.0    0.01    0.00     450         PRVM_GlobalString [703]
                0.00    0.00     450/11542152     dpsnprintf [403]
                0.00    0.00     100/100         PRVM_ED_Write [1050]
                0.00    0.00     100/443097662     PRVM_GetString [163]
-----------------------------------------------
                0.00    0.00       1/22          R_Shadow_ClearShadowMapTexture <cycle 1> [345]
                0.01    0.00      21/22          R_RenderTarget_Get <cycle 1> [288]
[704]    0.0    0.01    0.00      22         R_Mesh_CreateFramebufferObject [704]
                0.00    0.00      22/4088181     R_Mesh_SetRenderTargets [176]
-----------------------------------------------
                                  10             MVM_ExecuteProgram <cycle 1> [49]
                                  41             CLVM_ExecuteProgram <cycle 1> [7]
[705]    0.0    0.00    0.01      51         VM_findkeysforcommand <cycle 1> [705]
                0.01    0.00      51/51          Key_FindKeysForCommand [806]
                0.00    0.00     255/12955249     va [334]
                0.00    0.00      51/443097662     PRVM_GetString [163]
                0.00    0.00     255/4728        dp__strlcat [1250]
                                  51             PRVM_SetTempString <cycle 1> [181]
-----------------------------------------------
                                   5             gl_main_newmap <cycle 1> [513]
[706]    0.0    0.00    0.01       5         CL_ParseEntityLump <cycle 1> [706]
                0.01    0.00       5/5           FOG_clear [810]
                0.00    0.00      50/395777      COM_ParseToken_Simple [815]
                                  40             dp__strlcpy <cycle 1> [769]
                                   5             R_SetSkyBox <cycle 1> [1416]
-----------------------------------------------
                0.01    0.00       2/2           CL_DisconnectEx <cycle 1> [670]
[707]    0.0    0.01    0.00       2         NetConn_Close [707]
                0.00    0.00       2/695117      RCon_Execute [259]
                0.00    0.00       2/1291400     _Mem_Free [414]
-----------------------------------------------
                                   5             R_Modules_NewMap <cycle 1> [909]
[708]    0.0    0.01    0.00       5         r_shadow_newmap <cycle 1> [708]
                0.00    0.00       5/184058      R_Shadow_BounceGrid_FreeHighPixels [790]
                0.00    0.00      35/21683191     R_SkinFrame_MarkUsed [1130]
                                   4             R_Shadow_EditLights_Reload_f <cycle 1> [1056]
-----------------------------------------------
                0.01    0.00       1/1           CL_Shutdown [267]
[709]    0.0    0.01    0.00       1         VID_Shutdown [709]
                0.00    0.00       1/200685      VID_EnableJoystick [464]
-----------------------------------------------
                0.01    0.00       5/5           CL_ClearState <cycle 1> [522]
[710]    0.0    0.01    0.00       5         _Mem_EmptyPool [710]
                0.00    0.00      79/4817856     _Thread_LockMutex [761]
                0.00    0.00      79/4817891     _Thread_UnlockMutex [2834]
-----------------------------------------------
                0.01    0.00  994141/994141      VID_ApplyJoyState [318]
[711]    0.0    0.01    0.00  994141         VID_JoyState_GetAxis [711]
-----------------------------------------------
                0.01    0.00  315172/315172      CL_SendMove [65]
[712]    0.0    0.01    0.00  315172         MSG_WriteAngle16i [712]
                0.00    0.00  315172/1500295     SZ_GetSpace [1144]
-----------------------------------------------
                0.01    0.00  315170/315170      CL_SendMove [65]
[713]    0.0    0.01    0.00  315170         MSG_WriteCoord16i [713]
                0.00    0.00  315171/1500295     SZ_GetSpace [1144]
-----------------------------------------------
                0.01    0.00  200687/200687      Cbuf_Frame [133]
[714]    0.0    0.01    0.00  200687         Sys_ConsoleInput [714]
-----------------------------------------------
                0.01    0.00  198828/198828      S_Update [6]
[715]    0.0    0.01    0.00  198828         S_SetUnderwaterIntensity [715]
-----------------------------------------------
                0.01    0.00   17966/17966       Sys_SDL_HandleEvents [115]
[716]    0.0    0.01    0.00   17966         VID_JoyBlockEmulatedKeys [716]
-----------------------------------------------
                                                 <spontaneous>
[717]    0.0    0.01    0.00                 BoxFromPoints [717]
-----------------------------------------------
                                                 <spontaneous>
[718]    0.0    0.01    0.00                 CL_MeshEntities_Scene_AddRenderEntity [718]
-----------------------------------------------
                                                 <spontaneous>
[719]    0.0    0.01    0.00                 CL_ParseTempEntity [719]
-----------------------------------------------
                                                 <spontaneous>
[720]    0.0    0.01    0.00                 Cvar_FindVarAfter [720]
-----------------------------------------------
                                                 <spontaneous>
[721]    0.0    0.01    0.00                 FS_FileFromData [721]
-----------------------------------------------
                                                 <spontaneous>
[722]    0.0    0.01    0.00                 FS_Inflate [722]
-----------------------------------------------
                                                 <spontaneous>
[723]    0.0    0.01    0.00                 GL_AlphaToCoverage [723]
-----------------------------------------------
                                                 <spontaneous>
[724]    0.0    0.01    0.00                 IN_BestWeapon_Register_f [724]
-----------------------------------------------
                                                 <spontaneous>
[725]    0.0    0.01    0.00                 MSG_ReadCoord16i [725]
-----------------------------------------------
                                                 <spontaneous>
[726]    0.0    0.01    0.00                 Math_randomrangei [726]
-----------------------------------------------
                                                 <spontaneous>
[727]    0.0    0.01    0.00                 Matrix4x4_Transpose [727]
-----------------------------------------------
                                                 <spontaneous>
[728]    0.0    0.01    0.00                 Mod_Mesh_Validate [728]
-----------------------------------------------
                                                 <spontaneous>
[729]    0.0    0.01    0.00                 PRVM_ConsoleCommand [729]
-----------------------------------------------
                                                 <spontaneous>
[730]    0.0    0.01    0.00                 PRVM_ED_CanAlloc [730]
-----------------------------------------------
                                                 <spontaneous>
[731]    0.0    0.01    0.00                 QW_CL_CheckOrDownloadFile [731]
-----------------------------------------------
                                                 <spontaneous>
[732]    0.0    0.01    0.00                 R_DrawEntityBBoxes [732]
-----------------------------------------------
                                                 <spontaneous>
[733]    0.0    0.01    0.00                 R_DrawLoc_Callback [733]
-----------------------------------------------
                                                 <spontaneous>
[734]    0.0    0.01    0.00                 R_Q1BSP_RecursiveGetLightInfo_BIH [734]
-----------------------------------------------
                                                 <spontaneous>
[735]    0.0    0.01    0.00                 R_Shadow_DrawModelShadowMaps [735]
-----------------------------------------------
                                                 <spontaneous>
[736]    0.0    0.01    0.00                 R_Shadow_EditLights_Remove_f [736]
-----------------------------------------------
                                                 <spontaneous>
[737]    0.0    0.01    0.00                 SCR_Centerprint_f [737]
-----------------------------------------------
                                                 <spontaneous>
[738]    0.0    0.01    0.00                 SCR_EndLoadingPlaque [738]
-----------------------------------------------
                                                 <spontaneous>
[739]    0.0    0.01    0.00                 SHOWLMP_decodeshow [739]
-----------------------------------------------
                                                 <spontaneous>
[740]    0.0    0.01    0.00                 S_SetChannelSpeed [740]
-----------------------------------------------
                                                 <spontaneous>
[741]    0.0    0.01    0.00                 SndSys_Submit [741]
-----------------------------------------------
                                                 <spontaneous>
[742]    0.0    0.01    0.00                 TaskQueue_Enqueue.constprop.0 [742]
-----------------------------------------------
                                                 <spontaneous>
[743]    0.0    0.01    0.00                 TaskQueue_WaitForTaskDone [743]
-----------------------------------------------
                                                 <spontaneous>
[744]    0.0    0.01    0.00                 VID_BuildGammaTables [744]
-----------------------------------------------
                                                 <spontaneous>
[745]    0.0    0.01    0.00                 VM_CL_GetEntity [745]
-----------------------------------------------
                                                 <spontaneous>
[746]    0.0    0.01    0.00                 VM_CL_SpawnParticle [746]
-----------------------------------------------
                                                 <spontaneous>
[747]    0.0    0.01    0.00                 VM_CL_runplayerphysics [747]
-----------------------------------------------
                                                 <spontaneous>
[748]    0.0    0.01    0.00                 VM_CL_te_blood [748]
-----------------------------------------------
                                                 <spontaneous>
[749]    0.0    0.01    0.00                 VM_CL_walkmove [749]
-----------------------------------------------
                                                 <spontaneous>
[750]    0.0    0.01    0.00                 VM_Files_CloseAll [750]
-----------------------------------------------
                                                 <spontaneous>
[751]    0.0    0.01    0.00                 VM_atan [751]
-----------------------------------------------
                                                 <spontaneous>
[752]    0.0    0.01    0.00                 VM_findfont [752]
-----------------------------------------------
                                                 <spontaneous>
[753]    0.0    0.01    0.00                 VM_nudgeoutofsolid [753]
-----------------------------------------------
                                                 <spontaneous>
[754]    0.0    0.01    0.00                 VM_strlennocol [754]
-----------------------------------------------
                                                 <spontaneous>
[755]    0.0    0.01    0.00                 fractalnoisequick [755]
-----------------------------------------------
                                                 <spontaneous>
[756]    0.0    0.01    0.00                 u8_prevbyte [756]
-----------------------------------------------
                0.01    0.00  401793/401793      NetConn_UpdateSockets [276]
[757]    0.0    0.01    0.00  401793         LHNET_DefaultDSCP [757]
-----------------------------------------------
                0.00    0.00       1/3754        JPEG_TermDestination [1032]
                0.00    0.00      85/3754        VM_fputs <cycle 1> [917]
                0.00    0.00     287/3754        JPEG_EmptyOutputBuffer [877]
                0.01    0.00    3381/3754        CURL_fwrite [819]
[758]    0.0    0.01    0.00    3754         FS_Write [758]
-----------------------------------------------
                0.01    0.00       6/6           VM_Cmd_Reset [760]
[759]    0.0    0.01    0.00       6         CL_PurgeOwner [759]
-----------------------------------------------
                0.00    0.00       1/6           MVM_reset_cmd [862]
                0.00    0.01       5/6           CLVM_reset_cmd [822]
[760]    0.0    0.00    0.01       6         VM_Cmd_Reset [760]
                0.01    0.00       6/6           CL_PurgeOwner [759]
-----------------------------------------------
                0.00    0.00       1/4817856     Con_Shutdown [1091]
                0.00    0.00       1/4817856     Curl_CancelAll [1123]
                0.00    0.00      10/4817856     Curl_Register_predownload <cycle 1> [1111]
                0.00    0.00      12/4817856     Curl_Clear_forthismap [524]
                0.00    0.00      15/4817856     Cmd_ExecuteString <cycle 1> [386]
                0.00    0.00      79/4817856     _Mem_EmptyPool [710]
                0.00    0.00      83/4817856     Crypto_d0_lockmutex [1079]
                0.00    0.00     111/4817856     Curl_Begin <cycle 1> [824]
                0.00    0.00    1278/4817856     Con_DrawConsole <cycle 1> [1033]
                0.00    0.00    1394/4817856     NetConn_Write <cycle 1> [594]
                0.00    0.00    5154/4817856     Cbuf_InsertText <cycle 1> [1001]
                0.00    0.00    7999/4817856     Cbuf_AddText <cycle 1> [994]
                0.00    0.00   10930/4817856     Con_MaskPrint <cycle 1> [565]
                0.00    0.00   45605/4817856     FS_LoadFile <cycle 1> [942]
                0.00    0.00  183721/4817856     Con_DrawNotify <cycle 1> [232]
                0.00    0.00  200684/4817856     Log_DestBuffer_Flush [585]
                0.00    0.00  200687/4817856     Curl_Frame [363]
                0.00    0.00  201106/4817856     RCon_Execute [259]
                0.00    0.00  385220/4817856     Curl_GetDownloadInfo <cycle 1> [514]
                0.00    0.00  758979/4817856     FS_OpenVirtualFile <cycle 1> [453]
                0.00    0.00 1385090/4817856     _Mem_FreeBlock [512]
                0.00    0.00 1429697/4817856     _Mem_Alloc <cycle 1> [407]
[761]    0.0    0.01    0.00 4817856         _Thread_LockMutex [761]
-----------------------------------------------
                0.00    0.00      12/34658440     S_LoadWavFile <cycle 1> [1065]
                0.00    0.00   11252/34658440     FS_OpenPackedFile <cycle 1> [520]
                0.00    0.00  140956/34658440     FS_LoadPackPK3FromFD <cycle 1> [691]
                0.00    0.00 8492233/34658440     PRVM_Prog_Load <cycle 1> [256]
                0.00    0.00 12608578/34658440     Mod_INTERQUAKEMODEL_Load <cycle 1> [235]
                0.00    0.00 13405409/34658440     Mod_IDP3_Load <cycle 1> [498]
[762]    0.0    0.01    0.00 34658440         BuffLittleShort [762]
-----------------------------------------------
                0.00    0.00    7724/11235689     CL_VM_TransformView <cycle 1> [688]
                0.00    0.00    7724/11235689     R_Water_ProcessPlanes <cycle 1> [440]
                0.00    0.00   14133/11235689     R_Model_Sprite_Draw_TransparentCallback <cycle 1> [858]
                0.00    0.00  184046/11235689     R_RenderView <cycle 1> [76]
                0.00    0.00  184052/11235689     R_RenderView_UpdateViewVectors [823]
                0.00    0.00  199496/11235689     R_View_Update <cycle 1> [66]
                0.00    0.00 1241103/11235689     VM_CL_gettaginfo <cycle 1> [226]
                0.01    0.00 9397411/11235689     VM_CL_skel_get_boneabs [119]
[763]    0.0    0.01    0.00 11235689         Matrix4x4_ToVectors [763]
-----------------------------------------------
                0.00    0.00  301110/6740555     R_Q1BSP_DrawLight_TransparentCallback <cycle 1> [505]
                0.00    0.00 1299194/6740555     R_Mod_DrawLight <cycle 1> [168]
                0.01    0.00 5140251/6740555     R_Mod_DrawShadowMap <cycle 1> [44]
[764]    0.0    0.01    0.00 6740555         R_FrameData_SetMark [764]
-----------------------------------------------
                                  31             VM_CL_ReadPicture <cycle 1> [1068]
                                  49             LoadFont <cycle 1> [960]
                                  84             Font_LoadMap <cycle 1> [147]
                                3834             Con_DrawConsole <cycle 1> [1033]
                             2789157             VM_precache_pic <cycle 1> [502]
                             3739073             VM_getimagesize <cycle 1> [368]
[765]    0.0    0.01    0.00 6532228         Draw_IsPicLoaded <cycle 1> [765]
                                  30             Con_DPrintf <cycle 1> [799]
                                  30             R_SkinFrame_LoadExternal <cycle 1> [1259]
-----------------------------------------------
                0.00    0.00      41/5682742     CL_TracePoint [21]
                0.00    0.00  147735/5682742     CL_TraceBox <cycle 1> [31]
                0.00    0.00  191774/5682742     R_RenderScene <cycle 1> [19]
                0.00    0.00  208666/5682742     CL_NewParticlesFromEffectinfo <cycle 1> [32]
                0.00    0.00  277747/5682742     R_tcMod_ApplyToMatrix [316]
                0.01    0.00 4856779/5682742     CL_TraceLine <cycle 1> [11]
[766]    0.0    0.01    0.00 5682742         Matrix4x4_CreateTranslate [766]
-----------------------------------------------
                0.01    0.00 3949453/3949453     VM_CL_pointcontents [110]
[767]    0.0    0.01    0.00 3949453         Mod_Q1BSP_NativeContentsFromSuperContents [767]
-----------------------------------------------
                0.00    0.00   69671/2999422     CL_NewParticlesFromEffectinfo <cycle 1> [32]
                0.00    0.00  157070/2999422     CL_LinkNetworkEntity <cycle 1> [300]
                0.00    0.00 1270095/2999422     CL_RelinkLightFlashes [218]
                0.01    0.00 1502586/2999422     R_RTLight_Update [289]
[768]    0.0    0.01    0.00 2999422         Matrix4x4_Scale [768]
-----------------------------------------------
                                   1             CL_DisconnectEx <cycle 1> [670]
                                   1             NetConn_UpdateFavorites_c <cycle 1> [1129]
                                   2             CL_EstablishConnection <cycle 1> [1049]
                                   2             NetConn_ConnectionEstablished <cycle 1> [1022]
                                   3             fontfilecache_Free <cycle 1> [1075]
                                   3             R_GetCubemap <cycle 1> [362]
                                   3             R_SetSkyBox <cycle 1> [1416]
                                   4             SCR_CenterPrint <cycle 1> [1441]
                                   4             R_Shadow_EditLights_Reload_f <cycle 1> [1056]
                                   5             Mod_IDP0_Load <cycle 1> [915]
                                   5             Sys_LoadDependency <cycle 1> [1363]
                                   5             World_SetSize <cycle 1> [1422]
                                   6             R_LoadTextureRenderBuffer <cycle 1> [1400]
                                   7             Mod_OBJ_Load <cycle 1> [903]
                                   8             Crypto_ClientParsePacket <cycle 1> [990]
                                  10             CL_SetupWorldModel <cycle 1> [1011]
                                  14             Mod_Mesh_Create <cycle 1> [1361]
                                  18             Font_LoadFile <cycle 1> [1347]
                                  18             LoadFont_f <cycle 1> [1376]
                                  18             Curl_Begin <cycle 1> [824]
                                  20             Curl_Register_predownload <cycle 1> [1111]
                                  21             LoadFont <cycle 1> [960]
                                  22             CD_f <cycle 1> [807]
                                  25             Mod_LoadCustomMaterial <cycle 1> [1351]
                                  30             Mod_IBSP_Load <cycle 1> [827]
                                  34             Mod_Q3BSP_LoadEntities <cycle 1> [1042]
                                  40             CL_ParseEntityLump <cycle 1> [706]
                                  64             VM_M_setserverlistmaskstring <cycle 1> [1090]
                                  65             IN_BestWeapon_Register <cycle 1> [1334]
                                  77             FS_LoadPackPK3FromFD <cycle 1> [691]
                                  77             FS_AddPack_Fullpath <cycle 1> [1330]
                                  77             Draw_NewPic <cycle 1> [923]
                                 121             NetConn_ClientFrame <cycle 1> [227]
                                 144             VM_tokenize <cycle 1> [1076]
                                 203             CL_ParseServerMessage <cycle 1> [196]
                                 332             Draw_CachePic_Flags <cycle 1> [90]
                                 407             CL_Particles_LoadEffectInfo <cycle 1> [1054]
                                 472             NetConn_ClientParsePacket_ServerList_PrepareQuery <cycle 1> [1262]
                                 484             Mod_FindName <cycle 1> [826]
                                 499             _Mem_AllocPool <cycle 1> [2840]
                                 511             SCR_DrawScreen <cycle 1> [146]
                                 611             Cmd_Alias_f <cycle 1> [963]
                                 847             R_LoadTextureDDSFile <cycle 1> [313]
                                 919             R_Mesh_CreateMeshBuffer <cycle 1> [673]
                                 964             Crypto_RetrieveHostKey <cycle 1> [669]
                                 980             R_SkinFrame_Find <cycle 1> [922]
                                 986             Mod_UnloadModel <cycle 1> [679]
                                1085             VM_infoadd <cycle 1> [1029]
                                1095             InfoString_SetValue <cycle 1> [1015]
                                1278             Con_DrawInput <cycle 1> [1275]
                                1882             Mod_LoadTextureFromQ3Shader <cycle 1> [1112]
                                1975             Mod_LoadSkinFiles <cycle 1> [941]
                                2087             R_SetupTexture <cycle 1> [392]
                                2230             S_FindName <cycle 1> [397]
                                3520             VM_tokenize_console <cycle 1> [1019]
                                4146             Curl_GetDownloadInfo <cycle 1> [514]
                                4421             Mod_INTERQUAKEMODEL_Load <cycle 1> [235]
                                5152             Mod_IDP3_Load <cycle 1> [498]
                                6321             CL_ParseServerInfo <cycle 1> [700]
                               10496             SCR_PushLoadingScreen <cycle 1> [1231]
                               25193             Image_StripImageExtension <cycle 1> [1218]
                               30172             COM_InsertFlags <cycle 1> [1106]
                               39369             loadimagepixelsbgra <cycle 1> [268]
                               76784             _Mem_strdup <cycle 1> [2837]
                              174863             VM_tokenizebyseparator <cycle 1> [286]
                              265442             R_InitParticleTexture <cycle 1> [666]
                              444090             VM_CL_R_PolygonBegin <cycle 1> [584]
                              526249             Mod_LoadQ3Shaders <cycle 1> [458]
                              952019             FS_Search <cycle 1> [912]
                0.00    0.00       1/15939079     FS_SetGameDirs [936]
                0.00    0.00       1/15939079     FS_Init [682]
                0.00    0.00       3/15939079     FS_Rescan [868]
                0.00    0.00       3/15939079     Key_Event [123]
                0.00    0.00       4/15939079     FS_AddGameDirectory [884]
                0.00    0.00       5/15939079     Mod_BrushInit [579]
                0.00    0.00       9/15939079     GL_Draw_Init [687]
                0.00    0.00       9/15939079     Curl_EndDownload [870]
[769]    0.0    0.01    0.00 2589073         dp__strlcpy <cycle 1> [769]
                                  10             Con_Printf <cycle 1> [1258]
-----------------------------------------------
                0.01    0.00 2201595/2201595     CLVM_ExecuteProgram <cycle 1> [7]
[770]    0.0    0.01    0.00 2201595         VM_atan2 [770]
-----------------------------------------------
                0.00    0.00   71349/2104440     CLVM_ExecuteProgram <cycle 1> [7]
                0.01    0.00 2033091/2104440     MVM_ExecuteProgram <cycle 1> [49]
[771]    0.0    0.01    0.00 2104440         VM_argv [771]
-----------------------------------------------
                0.00    0.00  268329/2084654     Mod_ZYMOTICMODEL_Load <cycle 1> [668]
                0.01    0.00 1816325/2084654     Mod_DARKPLACESMODEL_Load <cycle 1> [248]
[772]    0.0    0.01    0.00 2084654         Matrix4x4_ToBonePose7s [772]
-----------------------------------------------
                                 697             SCR_DrawLoadingScreen <cycle 1> [986]
                                1278             Con_DrawConsole <cycle 1> [1033]
                               32138             SCR_DrawScreen <cycle 1> [146]
                              367441             Con_DrawNotifyRect <cycle 1> [33]
                             1576066             Con_WordWidthFunc <cycle 1> [292]
[773]    0.0    0.01    0.00 1977620         DrawQ_TextWidth <cycle 1> [773]
                             1977615             DrawQ_TextWidth_UntilWidth_TrackColors_Scale <cycle 1> [35]
-----------------------------------------------
                0.00    0.00       7/1912921     CL_ParseStaticSound <cycle 1> [1105]
                0.00    0.00      31/1912921     VM_CL_ReadPicture <cycle 1> [1068]
                0.00    0.00    3969/1912921     CL_ParseServerMessage <cycle 1> [196]
                0.00    0.00   27806/1912921     CL_ParseClientdata [592]
                0.00    0.00   42060/1912921     CL_ParseStartSoundPacket <cycle 1> [694]
                0.00    0.00  177402/1912921     EntityFrame5_CL_ReadFrame <cycle 1> [411]
                0.00    0.00  714309/1912921     CSQC_ReadEntities <cycle 1> [575]
                0.00    0.00  947337/1912921     VM_CL_ReadShort [839]
[774]    0.0    0.01    0.00 1912921         MSG_ReadLittleShort [774]
-----------------------------------------------
                0.01    0.00 1572028/1572028     CSQC_R_RecalcView [255]
[775]    0.0    0.01    0.00 1572028         Matrix4x4_ConcatScale [775]
-----------------------------------------------
                0.00    0.00  446383/892770      R_Shadow_DrawShadowMaps <cycle 1> [73]
                0.01    0.00  446387/892770      R_Shadow_DrawLight <cycle 1> [217]
[776]    0.0    0.01    0.00  892770         Matrix4x4_Abs [776]
-----------------------------------------------
                0.00    0.00    1348/795719      Draw_CachePic_Flags <cycle 1> [90]
                0.00    0.00    9458/795719      Mod_Q3BSP_LoadLightGrid <cycle 1> [385]
                0.01    0.00  784913/795719      R_Shadow_RenderMode_Lighting <cycle 1> [342]
[777]    0.0    0.01    0.00  795719         R_TextureWidth [777]
-----------------------------------------------
                              784427             CLVM_ExecuteProgram <cycle 1> [7]
[778]    0.0    0.01    0.00  784427         VM_CL_pointparticles <cycle 1> [778]
                              768862             CL_ParticleEffect <cycle 1> [1152]
-----------------------------------------------
                0.00    0.00    8311/634591      MVM_ExecuteProgram <cycle 1> [49]
                0.01    0.00  626280/634591      CLVM_ExecuteProgram <cycle 1> [7]
[779]    0.0    0.01    0.00  634591         VM_CL_isdemo [779]
-----------------------------------------------
                                 306             MVM_ExecuteProgram <cycle 1> [49]
                              398566             CLVM_ExecuteProgram <cycle 1> [7]
[780]    0.0    0.01    0.00  398872         VM_uri_unescape <cycle 1> [780]
                              398887             VM_Warning <cycle 1> [121]
                              398884             PRVM_SetTempString <cycle 1> [181]
-----------------------------------------------
                0.01    0.00  383832/383832      MVM_ExecuteProgram <cycle 1> [49]
